resuming from observation id 58,100,202 (1,506,000 rows kept)
6,341,161 annotated observations in bbox

  1,032,000/6,342,579 scanned, 2,788,800 kept, pace 1.05s, 9 throttled
  1,032,200/6,342,579 scanned, 2,789,000 kept, pace 1.05s, 9 throttled
  1,032,400/6,342,579 scanned, 2,789,200 kept, pace 1.05s, 9 throttled
  1,032,600/6,342,579 scanned, 2,789,400 kept, pace 1.05s, 9 throttled
  1,032,800/6,342,579 scanned, 2,789,600 kept, pace 1.05s, 9 throttled
  1,033,000/6,342,579 scanned, 2,789,800 kept, pace 1.05s, 9 throttled
  1,033,200/6,342,579 scanned, 2,790,000 kept, pace 1.05s, 9 throttled
  1,033,400/6,342,579 scanned, 2,790,200 kept, pace 1.05s, 9 throttled
  1,033,600/6,342,579 scanned, 2,790,400 kept, pace 1.05s, 9 throttled
  1,033,800/6,342,579 scanned, 2,790,600 kept, pace 1.05s, 9 throttled
  1,034,000/6,342,579 scanned, 2,790,800 kept, pace 1.05s, 9 throttled
  1,034,200/6,342,579 scanned, 2,791,000 kept, pace 1.05s, 9 throttled
  1,034,400/6,342,579 scanned, 2,791,200 kept, pace 1.05s, 9 throttled
  1,034,600/6,342,579 scanned, 2,791,400 kept, pace 1.05s, 9 throttled
  1,034,800/6,342,579 scanned, 2,791,600 kept, pace 1.05s, 9 throttled
  1,035,000/6,342,579 scanned, 2,791,800 kept, pace 1.05s, 9 throttled
  1,035,200/6,342,579 scanned, 2,792,000 kept, pace 1.05s, 9 throttled
  1,035,400/6,342,579 scanned, 2,792,200 kept, pace 1.05s, 9 throttled
  1,035,600/6,342,579 scanned, 2,792,400 kept, pace 1.05s, 9 throttled
  1,035,800/6,342,579 scanned, 2,792,600 kept, pace 1.05s, 9 throttled
  1,036,000/6,342,579 scanned, 2,792,800 kept, pace 1.05s, 9 throttled
  1,036,200/6,342,579 scanned, 2,793,000 kept, pace 1.05s, 9 throttled
  1,036,400/6,342,579 scanned, 2,793,200 kept, pace 1.05s, 9 throttled
  1,036,600/6,342,579 scanned, 2,793,400 kept, pace 1.05s, 9 throttled
  1,036,800/6,342,579 scanned, 2,793,600 kept, pace 1.05s, 9 throttled
  1,037,000/6,342,579 scanned, 2,793,800 kept, pace 1.05s, 9 throttled
  1,037,200/6,342,579 scanned, 2,794,000 kept, pace 1.05s, 9 throttled
  1,037,400/6,342,579 scanned, 2,794,200 kept, pace 1.05s, 9 throttled
  1,037,600/6,342,579 scanned, 2,794,400 kept, pace 1.05s, 9 throttled
  1,037,800/6,342,579 scanned, 2,794,600 kept, pace 1.05s, 9 throttled
  1,038,000/6,342,579 scanned, 2,794,800 kept, pace 1.05s, 9 throttled
  1,038,200/6,342,579 scanned, 2,795,000 kept, pace 1.05s, 9 throttled
  1,038,400/6,342,579 scanned, 2,795,200 kept, pace 1.05s, 9 throttled
  1,038,600/6,342,579 scanned, 2,795,400 kept, pace 1.05s, 9 throttled
  1,038,800/6,342,579 scanned, 2,795,600 kept, pace 1.05s, 9 throttled
  1,039,000/6,342,579 scanned, 2,795,800 kept, pace 1.05s, 9 throttled
  1,039,200/6,342,579 scanned, 2,796,000 kept, pace 1.05s, 9 throttled
  1,039,400/6,342,579 scanned, 2,796,200 kept, pace 1.05s, 9 throttled
  1,039,600/6,342,579 scanned, 2,796,400 kept, pace 1.05s, 9 throttled
  1,039,800/6,342,579 scanned, 2,796,600 kept, pace 1.05s, 9 throttled
  1,040,000/6,342,579 scanned, 2,796,800 kept, pace 1.05s, 9 throttled
  1,040,200/6,342,579 scanned, 2,797,000 kept, pace 1.05s, 9 throttled
  1,040,400/6,342,579 scanned, 2,797,200 kept, pace 1.05s, 9 throttled
  1,040,600/6,342,579 scanned, 2,797,400 kept, pace 1.05s, 9 throttled
  1,040,800/6,342,579 scanned, 2,797,600 kept, pace 1.05s, 9 throttled
  1,041,000/6,342,579 scanned, 2,797,800 kept, pace 1.05s, 9 throttled
  1,041,200/6,342,579 scanned, 2,798,000 kept, pace 1.05s, 9 throttled
  1,041,400/6,342,579 scanned, 2,798,200 kept, pace 1.05s, 9 throttled
  1,041,600/6,342,579 scanned, 2,798,400 kept, pace 1.05s, 9 throttled
  1,041,800/6,342,579 scanned, 2,798,600 kept, pace 1.05s, 9 throttled
  1,042,000/6,342,579 scanned, 2,798,800 kept, pace 1.05s, 9 throttled
  1,042,200/6,342,579 scanned, 2,799,000 kept, pace 1.05s, 9 throttled
  1,042,400/6,342,579 scanned, 2,799,200 kept, pace 1.05s, 9 throttled
  1,042,600/6,342,579 scanned, 2,799,400 kept, pace 1.05s, 9 throttled
  1,042,800/6,342,579 scanned, 2,799,600 kept, pace 1.05s, 9 throttled
  1,043,000/6,342,579 scanned, 2,799,800 kept, pace 1.05s, 9 throttled
  1,043,200/6,342,579 scanned, 2,800,000 kept, pace 1.05s, 9 throttled
  1,043,400/6,342,579 scanned, 2,800,200 kept, pace 1.05s, 9 throttled
  1,043,600/6,342,579 scanned, 2,800,400 kept, pace 1.05s, 9 throttled
  1,043,800/6,342,579 scanned, 2,800,600 kept, pace 1.05s, 9 throttled
  1,044,000/6,342,579 scanned, 2,800,800 kept, pace 1.05s, 9 throttled
  1,044,200/6,342,579 scanned, 2,801,000 kept, pace 1.05s, 9 throttled
  1,044,400/6,342,579 scanned, 2,801,200 kept, pace 1.05s, 9 throttled
  1,044,600/6,342,579 scanned, 2,801,400 kept, pace 1.05s, 9 throttled
  1,044,800/6,342,579 scanned, 2,801,600 kept, pace 1.05s, 9 throttled
  1,045,000/6,342,579 scanned, 2,801,800 kept, pace 1.05s, 9 throttled
  1,045,200/6,342,579 scanned, 2,802,000 kept, pace 1.05s, 9 throttled
  1,045,400/6,342,579 scanned, 2,802,200 kept, pace 1.05s, 9 throttled
  1,045,600/6,342,579 scanned, 2,802,400 kept, pace 1.05s, 9 throttled
  1,045,800/6,342,579 scanned, 2,802,600 kept, pace 1.05s, 9 throttled
  1,046,000/6,342,579 scanned, 2,802,800 kept, pace 1.05s, 9 throttled
  1,046,200/6,342,579 scanned, 2,803,000 kept, pace 1.05s, 9 throttled
  1,046,400/6,342,579 scanned, 2,803,200 kept, pace 1.05s, 9 throttled
  1,046,600/6,342,579 scanned, 2,803,400 kept, pace 1.05s, 9 throttled
  1,046,800/6,342,579 scanned, 2,803,600 kept, pace 1.05s, 9 throttled
  1,047,000/6,342,579 scanned, 2,803,800 kept, pace 1.05s, 9 throttled
  1,047,200/6,342,579 scanned, 2,804,000 kept, pace 1.05s, 9 throttled
  1,047,400/6,342,579 scanned, 2,804,200 kept, pace 1.05s, 9 throttled
  1,047,600/6,342,579 scanned, 2,804,400 kept, pace 1.05s, 9 throttled
  1,047,800/6,342,579 scanned, 2,804,600 kept, pace 1.05s, 9 throttled
  1,048,000/6,342,579 scanned, 2,804,800 kept, pace 1.05s, 9 throttled
  1,048,200/6,342,579 scanned, 2,805,000 kept, pace 1.05s, 9 throttled
  1,048,400/6,342,579 scanned, 2,805,200 kept, pace 1.05s, 9 throttled
  1,048,600/6,342,579 scanned, 2,805,400 kept, pace 1.05s, 9 throttled
  1,048,800/6,342,579 scanned, 2,805,600 kept, pace 1.05s, 9 throttled
  1,049,000/6,342,579 scanned, 2,805,800 kept, pace 1.05s, 9 throttled
  1,049,200/6,342,579 scanned, 2,806,000 kept, pace 1.05s, 9 throttled
  1,049,400/6,342,579 scanned, 2,806,200 kept, pace 1.05s, 9 throttled
  1,049,600/6,342,579 scanned, 2,806,400 kept, pace 1.05s, 9 throttled
  1,049,800/6,342,579 scanned, 2,806,600 kept, pace 1.05s, 9 throttled
  1,050,000/6,342,579 scanned, 2,806,800 kept, pace 1.05s, 9 throttled
  1,050,200/6,342,579 scanned, 2,807,000 kept, pace 1.05s, 9 throttled
  1,050,400/6,342,579 scanned, 2,807,200 kept, pace 1.05s, 9 throttled
  1,050,600/6,342,579 scanned, 2,807,400 kept, pace 1.05s, 9 throttled
  1,050,800/6,342,579 scanned, 2,807,600 kept, pace 1.05s, 9 throttled
  1,051,000/6,342,579 scanned, 2,807,800 kept, pace 1.05s, 9 throttled
  1,051,200/6,342,579 scanned, 2,808,000 kept, pace 1.05s, 9 throttled
  1,051,400/6,342,579 scanned, 2,808,200 kept, pace 1.05s, 9 throttled
  1,051,600/6,342,579 scanned, 2,808,400 kept, pace 1.05s, 9 throttled
  1,051,800/6,342,579 scanned, 2,808,600 kept, pace 1.05s, 9 throttled
  1,052,000/6,342,579 scanned, 2,808,800 kept, pace 1.05s, 9 throttled
  1,052,200/6,342,579 scanned, 2,809,000 kept, pace 1.05s, 9 throttled
  1,052,400/6,342,579 scanned, 2,809,200 kept, pace 1.05s, 9 throttled
  1,052,600/6,342,579 scanned, 2,809,400 kept, pace 1.05s, 9 throttled
  1,052,800/6,342,579 scanned, 2,809,600 kept, pace 1.05s, 9 throttled
  1,053,000/6,342,579 scanned, 2,809,800 kept, pace 1.05s, 9 throttled
  1,053,200/6,342,579 scanned, 2,810,000 kept, pace 1.05s, 9 throttled
  1,053,400/6,342,579 scanned, 2,810,200 kept, pace 1.05s, 9 throttled
  1,053,600/6,342,579 scanned, 2,810,400 kept, pace 1.05s, 9 throttled
  1,053,800/6,342,579 scanned, 2,810,600 kept, pace 1.05s, 9 throttled
  1,054,000/6,342,579 scanned, 2,810,800 kept, pace 1.05s, 9 throttled
  1,054,200/6,342,579 scanned, 2,811,000 kept, pace 1.05s, 9 throttled
  1,054,400/6,342,579 scanned, 2,811,200 kept, pace 1.05s, 9 throttled
  1,054,600/6,342,579 scanned, 2,811,400 kept, pace 1.05s, 9 throttled
  1,054,800/6,342,579 scanned, 2,811,600 kept, pace 1.05s, 9 throttled
  1,055,000/6,342,579 scanned, 2,811,800 kept, pace 1.05s, 9 throttled
  1,055,200/6,342,579 scanned, 2,812,000 kept, pace 1.05s, 9 throttled
  1,055,400/6,342,579 scanned, 2,812,200 kept, pace 1.05s, 9 throttled
  1,055,600/6,342,579 scanned, 2,812,400 kept, pace 1.05s, 9 throttled
  1,055,800/6,342,579 scanned, 2,812,600 kept, pace 1.05s, 9 throttled
  1,056,000/6,342,579 scanned, 2,812,800 kept, pace 1.05s, 9 throttled
  1,056,200/6,342,579 scanned, 2,813,000 kept, pace 1.05s, 9 throttled
  1,056,400/6,342,579 scanned, 2,813,200 kept, pace 1.05s, 9 throttled
  1,056,600/6,342,579 scanned, 2,813,400 kept, pace 1.05s, 9 throttled
  1,056,800/6,342,579 scanned, 2,813,600 kept, pace 1.05s, 9 throttled
  1,057,000/6,342,579 scanned, 2,813,800 kept, pace 1.05s, 9 throttled
  1,057,200/6,342,579 scanned, 2,814,000 kept, pace 1.05s, 9 throttled
  1,057,400/6,342,579 scanned, 2,814,200 kept, pace 1.05s, 9 throttled
  1,057,600/6,342,579 scanned, 2,814,400 kept, pace 1.05s, 9 throttled
  1,057,800/6,342,579 scanned, 2,814,600 kept, pace 1.05s, 9 throttled
  1,058,000/6,342,579 scanned, 2,814,800 kept, pace 1.05s, 9 throttled
  1,058,200/6,342,579 scanned, 2,815,000 kept, pace 1.05s, 9 throttled
  1,058,400/6,342,579 scanned, 2,815,200 kept, pace 1.05s, 9 throttled
  1,058,600/6,342,579 scanned, 2,815,400 kept, pace 1.05s, 9 throttled
  1,058,800/6,342,579 scanned, 2,815,600 kept, pace 1.05s, 9 throttled
  1,059,000/6,342,579 scanned, 2,815,800 kept, pace 1.05s, 9 throttled
  1,059,200/6,342,579 scanned, 2,816,000 kept, pace 1.05s, 9 throttled
  1,059,400/6,342,579 scanned, 2,816,200 kept, pace 1.05s, 9 throttled
  1,059,600/6,342,579 scanned, 2,816,400 kept, pace 1.05s, 9 throttled
  1,059,800/6,342,579 scanned, 2,816,600 kept, pace 1.05s, 9 throttled
  1,060,000/6,342,579 scanned, 2,816,800 kept, pace 1.05s, 9 throttled
  1,060,200/6,342,579 scanned, 2,817,000 kept, pace 1.05s, 9 throttled
  1,060,400/6,342,579 scanned, 2,817,200 kept, pace 1.05s, 9 throttled
  1,060,600/6,342,579 scanned, 2,817,400 kept, pace 1.05s, 9 throttled
  1,060,800/6,342,579 scanned, 2,817,600 kept, pace 1.05s, 9 throttled
  1,061,000/6,342,579 scanned, 2,817,800 kept, pace 1.05s, 9 throttled
  1,061,200/6,342,579 scanned, 2,818,000 kept, pace 1.05s, 9 throttled
  1,061,400/6,342,579 scanned, 2,818,200 kept, pace 1.05s, 9 throttled
  1,061,600/6,342,579 scanned, 2,818,400 kept, pace 1.05s, 9 throttled
  1,061,800/6,342,579 scanned, 2,818,600 kept, pace 1.05s, 9 throttled
  1,062,000/6,342,579 scanned, 2,818,800 kept, pace 1.05s, 9 throttled
  1,062,200/6,342,579 scanned, 2,819,000 kept, pace 1.05s, 9 throttled
  1,062,400/6,342,579 scanned, 2,819,200 kept, pace 1.05s, 9 throttled
  1,062,600/6,342,579 scanned, 2,819,400 kept, pace 1.05s, 9 throttled
  1,062,800/6,342,579 scanned, 2,819,600 kept, pace 1.05s, 9 throttled
  1,063,000/6,342,579 scanned, 2,819,800 kept, pace 1.05s, 9 throttled
  1,063,200/6,342,579 scanned, 2,820,000 kept, pace 1.05s, 9 throttled
  1,063,400/6,342,579 scanned, 2,820,200 kept, pace 1.05s, 9 throttled
  1,063,600/6,342,579 scanned, 2,820,400 kept, pace 1.05s, 9 throttled
  1,063,800/6,342,579 scanned, 2,820,600 kept, pace 1.05s, 9 throttled
  1,064,000/6,342,579 scanned, 2,820,800 kept, pace 1.05s, 9 throttled
  1,064,200/6,342,579 scanned, 2,821,000 kept, pace 1.05s, 9 throttled
  1,064,400/6,342,579 scanned, 2,821,200 kept, pace 1.05s, 9 throttled
  1,064,600/6,342,579 scanned, 2,821,400 kept, pace 1.05s, 9 throttled
  1,064,800/6,342,579 scanned, 2,821,600 kept, pace 1.05s, 9 throttled
  1,065,000/6,342,579 scanned, 2,821,800 kept, pace 1.05s, 9 throttled
  1,065,200/6,342,579 scanned, 2,822,000 kept, pace 1.05s, 9 throttled
  1,065,400/6,342,579 scanned, 2,822,200 kept, pace 1.05s, 9 throttled
  1,065,600/6,342,579 scanned, 2,822,400 kept, pace 1.05s, 9 throttled
  1,065,800/6,342,579 scanned, 2,822,600 kept, pace 1.05s, 9 throttled
  1,066,000/6,342,579 scanned, 2,822,800 kept, pace 1.05s, 9 throttled
  1,066,200/6,342,579 scanned, 2,823,000 kept, pace 1.05s, 9 throttled
  1,066,400/6,342,579 scanned, 2,823,200 kept, pace 1.05s, 9 throttled
  1,066,600/6,342,579 scanned, 2,823,400 kept, pace 1.05s, 9 throttled
  1,066,800/6,342,579 scanned, 2,823,600 kept, pace 1.05s, 9 throttled
  1,067,000/6,342,579 scanned, 2,823,800 kept, pace 1.05s, 9 throttled
  1,067,200/6,342,579 scanned, 2,824,000 kept, pace 1.05s, 9 throttled
  1,067,400/6,342,579 scanned, 2,824,200 kept, pace 1.05s, 9 throttled
  1,067,600/6,342,579 scanned, 2,824,400 kept, pace 1.05s, 9 throttled
  1,067,800/6,342,579 scanned, 2,824,600 kept, pace 1.05s, 9 throttled
  1,068,000/6,342,579 scanned, 2,824,800 kept, pace 1.05s, 9 throttled
  1,068,200/6,342,579 scanned, 2,825,000 kept, pace 1.05s, 9 throttled
  1,068,400/6,342,579 scanned, 2,825,200 kept, pace 1.05s, 9 throttled
  1,068,600/6,342,579 scanned, 2,825,400 kept, pace 1.05s, 9 throttled
  1,068,800/6,342,579 scanned, 2,825,600 kept, pace 1.05s, 9 throttled
  1,069,000/6,342,579 scanned, 2,825,800 kept, pace 1.05s, 9 throttled
  1,069,200/6,342,579 scanned, 2,826,000 kept, pace 1.05s, 9 throttled
  1,069,400/6,342,579 scanned, 2,826,200 kept, pace 1.05s, 9 throttled
  1,069,600/6,342,579 scanned, 2,826,400 kept, pace 1.05s, 9 throttled
  1,069,800/6,342,579 scanned, 2,826,600 kept, pace 1.05s, 9 throttled
  1,070,000/6,342,579 scanned, 2,826,800 kept, pace 1.05s, 9 throttled
  1,070,200/6,342,579 scanned, 2,827,000 kept, pace 1.05s, 9 throttled
  1,070,400/6,342,579 scanned, 2,827,200 kept, pace 1.05s, 9 throttled
  1,070,600/6,342,579 scanned, 2,827,400 kept, pace 1.05s, 9 throttled
  1,070,800/6,342,579 scanned, 2,827,600 kept, pace 1.05s, 9 throttled
  1,071,000/6,342,579 scanned, 2,827,800 kept, pace 1.05s, 9 throttled
  1,071,200/6,342,579 scanned, 2,828,000 kept, pace 1.05s, 9 throttled
  1,071,400/6,342,579 scanned, 2,828,200 kept, pace 1.05s, 9 throttled
  1,071,600/6,342,579 scanned, 2,828,400 kept, pace 1.05s, 9 throttled
  1,071,800/6,342,579 scanned, 2,828,600 kept, pace 1.05s, 9 throttled
  1,072,000/6,342,579 scanned, 2,828,800 kept, pace 1.05s, 9 throttled
  1,072,200/6,342,579 scanned, 2,829,000 kept, pace 1.05s, 9 throttled
  1,072,400/6,342,579 scanned, 2,829,200 kept, pace 1.05s, 9 throttled
  1,072,600/6,342,579 scanned, 2,829,400 kept, pace 1.05s, 9 throttled
  1,072,800/6,342,579 scanned, 2,829,600 kept, pace 1.05s, 9 throttled
  1,073,000/6,342,579 scanned, 2,829,800 kept, pace 1.05s, 9 throttled
  1,073,200/6,342,579 scanned, 2,830,000 kept, pace 1.05s, 9 throttled
  1,073,400/6,342,579 scanned, 2,830,200 kept, pace 1.05s, 9 throttled
  1,073,600/6,342,579 scanned, 2,830,400 kept, pace 1.05s, 9 throttled
  1,073,800/6,342,579 scanned, 2,830,600 kept, pace 1.05s, 9 throttled
  1,074,000/6,342,579 scanned, 2,830,800 kept, pace 1.05s, 9 throttled
  1,074,200/6,342,579 scanned, 2,831,000 kept, pace 1.05s, 9 throttled
  1,074,400/6,342,579 scanned, 2,831,200 kept, pace 1.05s, 9 throttled
  1,074,600/6,342,579 scanned, 2,831,400 kept, pace 1.05s, 9 throttled
  1,074,800/6,342,579 scanned, 2,831,600 kept, pace 1.05s, 9 throttled
  1,075,000/6,342,579 scanned, 2,831,800 kept, pace 1.05s, 9 throttled
  1,075,200/6,342,579 scanned, 2,832,000 kept, pace 1.05s, 9 throttled
  1,075,400/6,342,579 scanned, 2,832,200 kept, pace 1.05s, 9 throttled
  1,075,600/6,342,579 scanned, 2,832,400 kept, pace 1.05s, 9 throttled
  1,075,800/6,342,579 scanned, 2,832,600 kept, pace 1.05s, 9 throttled
  1,076,000/6,342,579 scanned, 2,832,800 kept, pace 1.05s, 9 throttled
  1,076,200/6,342,579 scanned, 2,833,000 kept, pace 1.05s, 9 throttled
  1,076,400/6,342,579 scanned, 2,833,200 kept, pace 1.05s, 9 throttled
  1,076,600/6,342,579 scanned, 2,833,400 kept, pace 1.05s, 9 throttled
  1,076,800/6,342,579 scanned, 2,833,600 kept, pace 1.05s, 9 throttled
  1,077,000/6,342,579 scanned, 2,833,800 kept, pace 1.05s, 9 throttled
  1,077,200/6,342,579 scanned, 2,834,000 kept, pace 1.05s, 9 throttled
  1,077,400/6,342,579 scanned, 2,834,200 kept, pace 1.05s, 9 throttled
  1,077,600/6,342,579 scanned, 2,834,400 kept, pace 1.05s, 9 throttled
  1,077,800/6,342,579 scanned, 2,834,600 kept, pace 1.05s, 9 throttled
  1,078,000/6,342,579 scanned, 2,834,800 kept, pace 1.05s, 9 throttled
  1,078,200/6,342,579 scanned, 2,835,000 kept, pace 1.05s, 9 throttled
  1,078,400/6,342,579 scanned, 2,835,200 kept, pace 1.05s, 9 throttled
  1,078,600/6,342,579 scanned, 2,835,400 kept, pace 1.05s, 9 throttled
  1,078,800/6,342,579 scanned, 2,835,600 kept, pace 1.05s, 9 throttled
  1,079,000/6,342,579 scanned, 2,835,800 kept, pace 1.05s, 9 throttled
  1,079,200/6,342,579 scanned, 2,836,000 kept, pace 1.05s, 9 throttled
  1,079,400/6,342,579 scanned, 2,836,200 kept, pace 1.05s, 9 throttled
  1,079,600/6,342,579 scanned, 2,836,400 kept, pace 1.05s, 9 throttled
  1,079,800/6,342,579 scanned, 2,836,600 kept, pace 1.05s, 9 throttled
  1,080,000/6,342,579 scanned, 2,836,800 kept, pace 1.05s, 9 throttled
  1,080,200/6,342,579 scanned, 2,837,000 kept, pace 1.05s, 9 throttled
  1,080,400/6,342,579 scanned, 2,837,200 kept, pace 1.05s, 9 throttled
  1,080,600/6,342,579 scanned, 2,837,400 kept, pace 1.05s, 9 throttled
  1,080,800/6,342,579 scanned, 2,837,600 kept, pace 1.05s, 9 throttled
  1,081,000/6,342,579 scanned, 2,837,800 kept, pace 1.05s, 9 throttled
  1,081,200/6,342,579 scanned, 2,838,000 kept, pace 1.05s, 9 throttled
  1,081,400/6,342,579 scanned, 2,838,200 kept, pace 1.05s, 9 throttled
  1,081,600/6,342,579 scanned, 2,838,400 kept, pace 1.05s, 9 throttled
  1,081,800/6,342,579 scanned, 2,838,600 kept, pace 1.05s, 9 throttled
  1,082,000/6,342,579 scanned, 2,838,800 kept, pace 1.05s, 9 throttled
  1,082,200/6,342,579 scanned, 2,839,000 kept, pace 1.05s, 9 throttled
  1,082,400/6,342,579 scanned, 2,839,200 kept, pace 1.05s, 9 throttled
  1,082,600/6,342,579 scanned, 2,839,400 kept, pace 1.05s, 9 throttled
  1,082,800/6,342,579 scanned, 2,839,600 kept, pace 1.05s, 9 throttled
  1,083,000/6,342,579 scanned, 2,839,800 kept, pace 1.05s, 9 throttled
  1,083,200/6,342,579 scanned, 2,840,000 kept, pace 1.05s, 9 throttled
  1,083,400/6,342,579 scanned, 2,840,200 kept, pace 1.05s, 9 throttled
  1,083,600/6,342,579 scanned, 2,840,400 kept, pace 1.05s, 9 throttled
  1,083,800/6,342,579 scanned, 2,840,600 kept, pace 1.05s, 9 throttled
  1,084,000/6,342,579 scanned, 2,840,800 kept, pace 1.05s, 9 throttled
  1,084,200/6,342,579 scanned, 2,841,000 kept, pace 1.05s, 9 throttled
  1,084,400/6,342,579 scanned, 2,841,200 kept, pace 1.05s, 9 throttled
  1,084,600/6,342,579 scanned, 2,841,400 kept, pace 1.05s, 9 throttled
  1,084,800/6,342,579 scanned, 2,841,600 kept, pace 1.05s, 9 throttled
  1,085,000/6,342,579 scanned, 2,841,800 kept, pace 1.05s, 9 throttled
  1,085,200/6,342,579 scanned, 2,842,000 kept, pace 1.05s, 9 throttled
  1,085,400/6,342,579 scanned, 2,842,200 kept, pace 1.05s, 9 throttled
  1,085,600/6,342,579 scanned, 2,842,400 kept, pace 1.05s, 9 throttled
  1,085,800/6,342,579 scanned, 2,842,600 kept, pace 1.05s, 9 throttled
  1,086,000/6,342,579 scanned, 2,842,800 kept, pace 1.05s, 9 throttled
  1,086,200/6,342,579 scanned, 2,843,000 kept, pace 1.05s, 9 throttled
  1,086,400/6,342,579 scanned, 2,843,200 kept, pace 1.05s, 9 throttled
  1,086,600/6,342,579 scanned, 2,843,400 kept, pace 1.05s, 9 throttled
  1,086,800/6,342,579 scanned, 2,843,600 kept, pace 1.05s, 9 throttled
  1,087,000/6,342,579 scanned, 2,843,800 kept, pace 1.05s, 9 throttled
  1,087,200/6,342,579 scanned, 2,844,000 kept, pace 1.05s, 9 throttled
  1,087,400/6,342,579 scanned, 2,844,200 kept, pace 1.05s, 9 throttled
  1,087,600/6,342,579 scanned, 2,844,400 kept, pace 1.05s, 9 throttled
  1,087,800/6,342,579 scanned, 2,844,600 kept, pace 1.05s, 9 throttled
  1,088,000/6,342,579 scanned, 2,844,800 kept, pace 1.05s, 9 throttled
  1,088,200/6,342,579 scanned, 2,845,000 kept, pace 1.05s, 9 throttled
  1,088,400/6,342,579 scanned, 2,845,200 kept, pace 1.05s, 9 throttled
  1,088,600/6,342,579 scanned, 2,845,400 kept, pace 1.05s, 9 throttled
  1,088,800/6,342,579 scanned, 2,845,600 kept, pace 1.05s, 9 throttled
  1,089,000/6,342,579 scanned, 2,845,800 kept, pace 1.05s, 9 throttled
  1,089,200/6,342,579 scanned, 2,846,000 kept, pace 1.05s, 9 throttled
  1,089,400/6,342,579 scanned, 2,846,200 kept, pace 1.05s, 9 throttled
  1,089,600/6,342,579 scanned, 2,846,400 kept, pace 1.05s, 9 throttled
  1,089,800/6,342,579 scanned, 2,846,600 kept, pace 1.05s, 9 throttled
  1,090,000/6,342,579 scanned, 2,846,800 kept, pace 1.05s, 9 throttled
  1,090,200/6,342,579 scanned, 2,847,000 kept, pace 1.05s, 9 throttled
  1,090,400/6,342,579 scanned, 2,847,200 kept, pace 1.05s, 9 throttled
  1,090,600/6,342,579 scanned, 2,847,400 kept, pace 1.05s, 9 throttled
  1,090,800/6,342,579 scanned, 2,847,600 kept, pace 1.05s, 9 throttled
  1,091,000/6,342,579 scanned, 2,847,800 kept, pace 1.05s, 9 throttled
  1,091,200/6,342,579 scanned, 2,848,000 kept, pace 1.05s, 9 throttled
  1,091,400/6,342,579 scanned, 2,848,200 kept, pace 1.05s, 9 throttled
  1,091,600/6,342,579 scanned, 2,848,400 kept, pace 1.05s, 9 throttled
